Match Number,Round Number,Date,Location,Home Team,Away Team,Result
9,1,15/08/2025 18:45,Roazhon Park,Stade Rennais FC,Olympique de Marseille,1 - 0
4,1,16/08/2025 15:00,Stade Bollaert-Delelis,Lens,Olympique Lyonnais,0 - 1
6,1,16/08/2025 17:00,Stade Louis II,Monaco,Havre Athletic Club,3 - 1
8,1,16/08/2025 19:05,Allianz Riviera,Nice,Toulouse,0 - 1
3,1,17/08/2025 13:00,Stade Francis-Le Blé,Stade Brestois 29,Lille,3 - 3
1,1,17/08/2025 15:15,Stade Raymond Kopa,Angers,Paris FC,1 - 0
2,1,17/08/2025 15:15,Stade de l'Abbé-Deschamps,Auxerre,Lorient,1 - 0
5,1,17/08/2025 15:15,Stade Saint-Symphorien,Metz,Strasbourg,0 - 1
7,1,17/08/2025 20:45,Stade de la Beaujoire,Nantes,Paris Saint-Germain,0 - 1
16,2,22/08/2025 18:45,Parc des Princes,Paris Saint-Germain,Angers,1 - 0
14,2,23/08/2025 15:00,Stade Vélodrome,Olympique de Marseille,Paris FC,5 - 2
15,2,23/08/2025 17:00,Allianz Riviera,Nice,Auxerre,3 - 1
13,2,23/08/2025 19:05,Parc Olympique Lyonnais,Olympique Lyonnais,Metz,3 - 0
12,2,24/08/2025 13:00,Stade du Moustoir,Lorient,Stade Rennais FC,4 - 0
10,2,24/08/2025 15:15,Stade Océane,Havre Athletic Club,Lens,1 - 2
17,2,24/08/2025 15:15,Stade de la Meinau,Strasbourg,Nantes,1 - 0
18,2,24/08/2025 15:15,Stadium de Toulouse,Toulouse,Stade Brestois 29,2 - 0
11,2,24/08/2025 18:45,Stade Pierre-Mauroy,Lille,Monaco,1 - 0
21,3,29/08/2025 18:45,Stade Bollaert-Delelis,Lens,Stade Brestois 29,3 - 1
22,3,30/08/2025 15:00,Stade du Moustoir,Lorient,Lille,1 - 7
25,3,30/08/2025 17:00,Stade de la Beaujoire,Nantes,Auxerre,1 - 0
27,3,30/08/2025 19:05,Stadium de Toulouse,Toulouse,Paris Saint-Germain,3 - 6
19,3,31/08/2025 13:00,Stade Raymond Kopa,Angers,Stade Rennais FC,1 - 1
20,3,31/08/2025 15:15,Stade Océane,Havre Athletic Club,Nice,3 - 1
24,3,31/08/2025 15:15,Stade Louis II,Monaco,Strasbourg,3 - 2
26,3,31/08/2025 15:15,Stade Charléty,Paris FC,Metz,3 - 2
23,3,31/08/2025 18:45,Parc Olympique Lyonnais,Olympique Lyonnais,Olympique de Marseille,1 - 0
31,4,12/09/2025 18:45,Stade Vélodrome,Olympique de Marseille,Lorient,4 - 0
33,4,13/09/2025 15:00,Allianz Riviera,Nice,Nantes,1 - 0
28,4,13/09/2025 19:05,Stade de l'Abbé-Deschamps,Auxerre,Monaco,1 - 2
30,4,14/09/2025 13:00,Stade Pierre-Mauroy,Lille,Toulouse,2 - 1
29,4,14/09/2025 15:15,Stade Francis-Le Blé,Stade Brestois 29,Paris FC,1 - 2
32,4,14/09/2025 15:15,Stade Saint-Symphorien,Metz,Angers,1 - 1
34,4,14/09/2025 15:15,Parc des Princes,Paris Saint-Germain,Lens,2 - 0
36,4,14/09/2025 15:15,Stade de la Meinau,Strasbourg,Havre Athletic Club,1 - 0
35,4,14/09/2025 18:45,Roazhon Park,Stade Rennais FC,Olympique Lyonnais,3 - 1
41,5,19/09/2025 18:45,Parc Olympique Lyonnais,Olympique Lyonnais,Angers,1 - 0
44,5,20/09/2025 15:00,Stade de la Beaujoire,Nantes,Stade Rennais FC,2 - 2
38,5,20/09/2025 17:00,Stade Francis-Le Blé,Stade Brestois 29,Nice,4 - 1
40,5,20/09/2025 19:05,Stade Bollaert-Delelis,Lens,Lille,3 - 0
45,5,21/09/2025 13:00,Stade Charléty,Paris FC,Strasbourg,2 - 3
37,5,21/09/2025 15:15,Stade de l'Abbé-Deschamps,Auxerre,Toulouse,1 - 0
39,5,21/09/2025 15:15,Stade Océane,Havre Athletic Club,Lorient,1 - 1
43,5,21/09/2025 15:15,Stade Louis II,Monaco,Metz,5 - 2
42,5,22/09/2025 18:00,Stade Vélodrome,Olympique de Marseille,Paris Saint-Germain,1 - 0
53,6,26/09/2025 18:45,Stade de la Meinau,Strasbourg,Olympique de Marseille,1 - 2
48,6,27/09/2025 15:00,Stade du Moustoir,Lorient,Monaco,3 - 1
54,6,27/09/2025 17:00,Stadium de Toulouse,Toulouse,Nantes,2 - 2
51,6,27/09/2025 19:05,Parc des Princes,Paris Saint-Germain,Auxerre,2 - 0
50,6,28/09/2025 13:00,Allianz Riviera,Nice,Paris FC,1 - 1
46,6,28/09/2025 15:15,Stade Raymond Kopa,Angers,Stade Brestois 29,0 - 2
47,6,28/09/2025 15:15,Stade Pierre-Mauroy,Lille,Olympique Lyonnais,0 - 1
49,6,28/09/2025 15:15,Stade Saint-Symphorien,Metz,Havre Athletic Club,0 - 0
52,6,28/09/2025 18:45,Roazhon Park,Stade Rennais FC,Lens,0 - 0
62,7,03/10/2025 18:45,Stade Charléty,Paris FC,Lorient,2 - 0
60,7,04/10/2025 15:00,Stade Saint-Symphorien,Metz,Olympique de Marseille,0 - 3
56,7,04/10/2025 17:00,Stade Francis-Le Blé,Stade Brestois 29,Nantes,0 - 0
55,7,04/10/2025 19:05,Stade de l'Abbé-Deschamps,Auxerre,Lens,1 - 2
59,7,05/10/2025 13:00,Parc Olympique Lyonnais,Olympique Lyonnais,Toulouse,1 - 2
57,7,05/10/2025 15:15,Stade Océane,Havre Athletic Club,Stade Rennais FC,2 - 2
61,7,05/10/2025 15:15,Stade Louis II,Monaco,Nice,2 - 2
63,7,05/10/2025 15:15,Stade de la Meinau,Strasbourg,Angers,5 - 0
58,7,05/10/2025 18:45,Stade Pierre-Mauroy,Lille,Paris Saint-Germain,1 - 1
70,8,17/10/2025 18:45,Parc des Princes,Paris Saint-Germain,Strasbourg,
69,8,18/10/2025 15:00,Allianz Riviera,Nice,Olympique Lyonnais,
64,8,18/10/2025 17:00,Stade Raymond Kopa,Angers,Monaco,
67,8,18/10/2025 19:05,Stade Vélodrome,Olympique de Marseille,Havre Athletic Club,
65,8,19/10/2025 13:00,Stade Bollaert-Delelis,Lens,Paris FC,
66,8,19/10/2025 15:15,Stade du Moustoir,Lorient,Stade Brestois 29,
71,8,19/10/2025 15:15,Roazhon Park,Stade Rennais FC,Auxerre,
72,8,19/10/2025 15:15,Stadium de Toulouse,Toulouse,Metz,
68,8,19/10/2025 18:45,Stade de la Beaujoire,Nantes,Lille,
80,9,24/10/2025 18:45,Stade Charléty,Paris FC,Nantes,
75,9,25/10/2025 15:00,Stade Francis-Le Blé,Stade Brestois 29,Paris Saint-Germain,
79,9,25/10/2025 17:00,Stade Louis II,Monaco,Toulouse,
76,9,25/10/2025 19:05,Stade Bollaert-Delelis,Lens,Olympique de Marseille,
77,9,26/10/2025 14:00,Stade Pierre-Mauroy,Lille,Metz,
73,9,26/10/2025 16:15,Stade Raymond Kopa,Angers,Lorient,
74,9,26/10/2025 16:15,Stade de l'Abbé-Deschamps,Auxerre,Havre Athletic Club,
81,9,26/10/2025 16:15,Roazhon Park,Stade Rennais FC,Nice,
78,9,26/10/2025 19:45,Parc Olympique Lyonnais,Olympique Lyonnais,Strasbourg,
82,10,29/10/2025 18:00,Stade Océane,Havre Athletic Club,Stade Brestois 29,
83,10,29/10/2025 18:00,Stade du Moustoir,Lorient,Paris Saint-Germain,
85,10,29/10/2025 18:00,Stade Saint-Symphorien,Metz,Lens,
87,10,29/10/2025 18:00,Allianz Riviera,Nice,Lille,
84,10,29/10/2025 20:05,Stade Vélodrome,Olympique de Marseille,Angers,
86,10,29/10/2025 20:05,Stade de la Beaujoire,Nantes,Monaco,
88,10,29/10/2025 20:05,Stade Charléty,Paris FC,Olympique Lyonnais,
89,10,29/10/2025 20:05,Stade de la Meinau,Strasbourg,Auxerre,
90,10,29/10/2025 20:05,Stadium de Toulouse,Toulouse,Stade Rennais FC,
97,11,01/11/2025 16:00,Parc des Princes,Paris Saint-Germain,Nice,
95,11,01/11/2025 18:00,Stade Louis II,Monaco,Paris FC,
91,11,01/11/2025 20:05,Stade de l'Abbé-Deschamps,Auxerre,Olympique de Marseille,
98,11,02/11/2025 14:00,Roazhon Park,Stade Rennais FC,Strasbourg,
93,11,02/11/2025 16:15,Stade Bollaert-Delelis,Lens,Lorient,
94,11,02/11/2025 16:15,Stade Pierre-Mauroy,Lille,Angers,
96,11,02/11/2025 16:15,Stade de la Beaujoire,Nantes,Metz,
99,11,02/11/2025 16:15,Stadium de Toulouse,Toulouse,Havre Athletic Club,
92,11,02/11/2025 19:45,Stade Francis-Le Blé,Stade Brestois 29,Olympique Lyonnais,
107,12,07/11/2025 19:45,Stade Charléty,Paris FC,Stade Rennais FC,
104,12,08/11/2025 16:00,Stade Vélodrome,Olympique de Marseille,Stade Brestois 29,
101,12,08/11/2025 18:00,Stade Océane,Havre Athletic Club,Nantes,
106,12,08/11/2025 20:05,Stade Louis II,Monaco,Lens,
102,12,09/11/2025 14:00,Stade du Moustoir,Lorient,Toulouse,
100,12,09/11/2025 16:15,Stade Raymond Kopa,Angers,Auxerre,
105,12,09/11/2025 16:15,Stade Saint-Symphorien,Metz,Nice,
108,12,09/11/2025 16:15,Stade de la Meinau,Strasbourg,Lille,
103,12,09/11/2025 19:45,Parc Olympique Lyonnais,Olympique Lyonnais,Paris Saint-Germain,
114,13,21/11/2025 19:45,Allianz Riviera,Nice,Olympique de Marseille,
111,13,22/11/2025 16:00,Stade Bollaert-Delelis,Lens,Strasbourg,
116,13,22/11/2025 18:00,Roazhon Park,Stade Rennais FC,Monaco,
115,13,22/11/2025 20:05,Parc des Princes,Paris Saint-Germain,Havre Athletic Club,
109,13,23/11/2025 14:00,Stade de l'Abbé-Deschamps,Auxerre,Olympique Lyonnais,
110,13,23/11/2025 16:15,Stade Francis-Le Blé,Stade Brestois 29,Metz,
113,13,23/11/2025 16:15,Stade de la Beaujoire,Nantes,Lorient,
117,13,23/11/2025 16:15,Stadium de Toulouse,Toulouse,Angers,
112,13,23/11/2025 19:45,Stade Pierre-Mauroy,Lille,Paris FC,
123,14,28/11/2025 19:45,Stade Saint-Symphorien,Metz,Stade Rennais FC,
124,14,29/11/2025 16:00,Stade Louis II,Monaco,Paris Saint-Germain,
125,14,29/11/2025 18:00,Stade Charléty,Paris FC,Auxerre,
122,14,29/11/2025 20:05,Stade Vélodrome,Olympique de Marseille,Toulouse,
126,14,30/11/2025 14:00,Stade de la Meinau,Strasbourg,Stade Brestois 29,
118,14,30/11/2025 16:15,Stade Raymond Kopa,Angers,Lens,
119,14,30/11/2025 16:15,Stade Océane,Havre Athletic Club,Lille,
120,14,30/11/2025 16:15,Stade du Moustoir,Lorient,Nice,
121,14,30/11/2025 19:45,Parc Olympique Lyonnais,Olympique Lyonnais,Nantes,
128,15,05/12/2025 18:00,Stade Francis-Le Blé,Stade Brestois 29,Monaco,
129,15,05/12/2025 20:00,Stade Pierre-Mauroy,Lille,Olympique de Marseille,
135,15,06/12/2025 16:00,Stade de la Beaujoire,Nantes,Lens,
132,15,06/12/2025 18:00,Stadium de Toulouse,Toulouse,Strasbourg,
131,15,06/12/2025 20:05,Parc des Princes,Paris Saint-Germain,Stade Rennais FC,
134,15,07/12/2025 14:00,Allianz Riviera,Nice,Angers,
127,15,07/12/2025 16:15,Stade de l'Abbé-Deschamps,Auxerre,Metz,
133,15,07/12/2025 16:15,Stade Océane,Havre Athletic Club,Paris FC,
130,15,07/12/2025 19:45,Stade du Moustoir,Lorient,Olympique Lyonnais,
136,16,12/12/2025 19:45,Stade Raymond Kopa,Angers,Nantes,
143,16,13/12/2025 16:00,Roazhon Park,Stade Rennais FC,Stade Brestois 29,
141,16,13/12/2025 18:00,Stade Saint-Symphorien,Metz,Paris Saint-Germain,
142,16,13/12/2025 20:05,Stade Charléty,Paris FC,Toulouse,
139,16,14/12/2025 14:00,Parc Olympique Lyonnais,Olympique Lyonnais,Havre Athletic Club,
137,16,14/12/2025 16:15,Stade de l'Abbé-Deschamps,Auxerre,Lille,
138,16,14/12/2025 16:15,Stade Bollaert-Delelis,Lens,Nice,
144,16,14/12/2025 16:15,Stade de la Meinau,Strasbourg,Lorient,
140,16,14/12/2025 19:45,Stade Vélodrome,Olympique de Marseille,Monaco,
145,17,03/01/2026 23:00,Stade Francis-Le Blé,Stade Brestois 29,Auxerre,
146,17,03/01/2026 23:00,Stade Océane,Havre Athletic Club,Angers,
147,17,03/01/2026 23:00,Stade Pierre-Mauroy,Lille,Stade Rennais FC,
148,17,03/01/2026 23:00,Stade du Moustoir,Lorient,Metz,
149,17,03/01/2026 23:00,Stade Vélodrome,Olympique de Marseille,Nantes,
150,17,03/01/2026 23:00,Stade Louis II,Monaco,Olympique Lyonnais,
151,17,03/01/2026 23:00,Allianz Riviera,Nice,Strasbourg,
152,17,03/01/2026 23:00,Parc des Princes,Paris Saint-Germain,Paris FC,
153,17,03/01/2026 23:00,Stadium de Toulouse,Toulouse,Lens,
154,18,17/01/2026 23:00,Stade Raymond Kopa,Angers,Olympique de Marseille,
155,18,17/01/2026 23:00,Stade Bollaert-Delelis,Lens,Auxerre,
156,18,17/01/2026 23:00,Parc Olympique Lyonnais,Olympique Lyonnais,Stade Brestois 29,
157,18,17/01/2026 23:00,Stade Louis II,Monaco,Lorient,
158,18,17/01/2026 23:00,Stade de la Beaujoire,Nantes,Paris FC,
159,18,17/01/2026 23:00,Parc des Princes,Paris Saint-Germain,Lille,
160,18,17/01/2026 23:00,Roazhon Park,Stade Rennais FC,Havre Athletic Club,
161,18,17/01/2026 23:00,Stade de la Meinau,Strasbourg,Metz,
162,18,17/01/2026 23:00,Stadium de Toulouse,Toulouse,Nice,
163,19,24/01/2026 23:00,Stade de l'Abbé-Deschamps,Auxerre,Paris Saint-Germain,
164,19,24/01/2026 23:00,Stade Francis-Le Blé,Stade Brestois 29,Toulouse,
165,19,24/01/2026 23:00,Stade Océane,Havre Athletic Club,Monaco,
166,19,24/01/2026 23:00,Stade Pierre-Mauroy,Lille,Strasbourg,
167,19,24/01/2026 23:00,Stade Vélodrome,Olympique de Marseille,Lens,
168,19,24/01/2026 23:00,Stade Saint-Symphorien,Metz,Olympique Lyonnais,
169,19,24/01/2026 23:00,Stade de la Beaujoire,Nantes,Nice,
170,19,24/01/2026 23:00,Stade Charléty,Paris FC,Angers,
171,19,24/01/2026 23:00,Roazhon Park,Stade Rennais FC,Lorient,
172,20,31/01/2026 23:00,Stade Raymond Kopa,Angers,Metz,
173,20,31/01/2026 23:00,Stade Bollaert-Delelis,Lens,Havre Athletic Club,
174,20,31/01/2026 23:00,Stade du Moustoir,Lorient,Nantes,
175,20,31/01/2026 23:00,Parc Olympique Lyonnais,Olympique Lyonnais,Lille,
176,20,31/01/2026 23:00,Stade Louis II,Monaco,Stade Rennais FC,
177,20,31/01/2026 23:00,Allianz Riviera,Nice,Stade Brestois 29,
178,20,31/01/2026 23:00,Stade Charléty,Paris FC,Olympique de Marseille,
179,20,31/01/2026 23:00,Stade de la Meinau,Strasbourg,Paris Saint-Germain,
180,20,31/01/2026 23:00,Stadium de Toulouse,Toulouse,Auxerre,
181,21,07/02/2026 23:00,Stade Raymond Kopa,Angers,Toulouse,
182,21,07/02/2026 23:00,Stade de l'Abbé-Deschamps,Auxerre,Paris FC,
183,21,07/02/2026 23:00,Stade Francis-Le Blé,Stade Brestois 29,Lorient,
184,21,07/02/2026 23:00,Stade Océane,Havre Athletic Club,Strasbourg,
185,21,07/02/2026 23:00,Stade Bollaert-Delelis,Lens,Stade Rennais FC,
186,21,07/02/2026 23:00,Stade Saint-Symphorien,Metz,Lille,
187,21,07/02/2026 23:00,Stade de la Beaujoire,Nantes,Olympique Lyonnais,
188,21,07/02/2026 23:00,Allianz Riviera,Nice,Monaco,
189,21,07/02/2026 23:00,Parc des Princes,Paris Saint-Germain,Olympique de Marseille,
190,22,14/02/2026 23:00,Stade Océane,Havre Athletic Club,Toulouse,
191,22,14/02/2026 23:00,Stade Pierre-Mauroy,Lille,Stade Brestois 29,
192,22,14/02/2026 23:00,Stade du Moustoir,Lorient,Angers,
193,22,14/02/2026 23:00,Parc Olympique Lyonnais,Olympique Lyonnais,Nice,
194,22,14/02/2026 23:00,Stade Vélodrome,Olympique de Marseille,Strasbourg,
195,22,14/02/2026 23:00,Stade Saint-Symphorien,Metz,Auxerre,
196,22,14/02/2026 23:00,Stade Louis II,Monaco,Nantes,
197,22,14/02/2026 23:00,Stade Charléty,Paris FC,Lens,
198,22,14/02/2026 23:00,Roazhon Park,Stade Rennais FC,Paris Saint-Germain,
199,23,21/02/2026 23:00,Stade Raymond Kopa,Angers,Lille,
200,23,21/02/2026 23:00,Stade de l'Abbé-Deschamps,Auxerre,Stade Rennais FC,
201,23,21/02/2026 23:00,Stade Francis-Le Blé,Stade Brestois 29,Olympique de Marseille,
202,23,21/02/2026 23:00,Stade Bollaert-Delelis,Lens,Monaco,
203,23,21/02/2026 23:00,Stade de la Beaujoire,Nantes,Havre Athletic Club,
204,23,21/02/2026 23:00,Allianz Riviera,Nice,Lorient,
205,23,21/02/2026 23:00,Parc des Princes,Paris Saint-Germain,Metz,
206,23,21/02/2026 23:00,Stade de la Meinau,Strasbourg,Olympique Lyonnais,
207,23,21/02/2026 23:00,Stadium de Toulouse,Toulouse,Paris FC,
208,24,28/02/2026 23:00,Stade Océane,Havre Athletic Club,Paris Saint-Germain,
209,24,28/02/2026 23:00,Stade Pierre-Mauroy,Lille,Nantes,
210,24,28/02/2026 23:00,Stade du Moustoir,Lorient,Auxerre,
211,24,28/02/2026 23:00,Stade Vélodrome,Olympique de Marseille,Olympique Lyonnais,
212,24,28/02/2026 23:00,Stade Saint-Symphorien,Metz,Stade Brestois 29,
213,24,28/02/2026 23:00,Stade Louis II,Monaco,Angers,
214,24,28/02/2026 23:00,Stade Charléty,Paris FC,Nice,
