Match Number,Round Number,Date,Location,Home Team,Away Team,Result
5,1,08/08/2025 20:00,Fortuna Sittard Stadion,For Sittard,Go Ahead Eagles,2 - 2
8,1,09/08/2025 16:30,Goffertstadion,Nijmegen,Excelsior,5 - 0
9,1,09/08/2025 18:45,De Kuip,Feyenoord,NAC Breda,2 - 0
2,1,09/08/2025 20:00,Abe Lenstra Stadion,Heerenveen,Volendam,1 - 1
7,1,09/08/2025 21:00,Philips Stadion,PSV,Sparta Rotterdam,6 - 1
1,1,10/08/2025 12:15,MAC³PARK Stadion,Zwolle,Twente,1 - 0
3,1,10/08/2025 14:30,AFAS Stadion,AZ,Groningen,4 - 1
6,1,10/08/2025 14:30,Johan Cruyff Arena,Ajax,Telstar,2 - 0
4,1,10/08/2025 16:45,Stadion Galgenwaard,Utrecht,Heracles,4 - 0
11,2,15/08/2025 20:00,Sportpark Schoonenberg,Telstar,Zwolle,0 - 2
14,2,16/08/2025 18:45,Van Donge & De Roo Stadion,Excelsior,Feyenoord,1 - 2
12,2,16/08/2025 20:00,Asito Stadion,Heracles,Nijmegen,1 - 4
18,2,16/08/2025 21:00,Euroborg,Groningen,Heerenveen,2 - 1
15,2,17/08/2025 12:15,De Adelaarshorst,Go Ahead Eagles,Ajax,2 - 2
13,2,17/08/2025 14:30,Sparta Stadion Het Kasteel,Sparta Rotterdam,Utrecht,2 - 1
16,2,17/08/2025 14:30,De Grolsch Veste,Twente,PSV,0 - 2
17,2,17/08/2025 16:45,Kras Stadion,Volendam,AZ,2 - 2
10,2,17/08/2025 20:00,Rat Verlegh Stadion,NAC Breda,For Sittard,2 - 1
27,3,23/08/2025 16:30,De Adelaarshorst,Go Ahead Eagles,Sparta Rotterdam,0 - 3
22,3,23/08/2025 18:45,Philips Stadion,PSV,Groningen,4 - 2
23,3,23/08/2025 21:00,Sportpark Schoonenberg,Telstar,Volendam,2 - 2
24,3,24/08/2025 12:15,Abe Lenstra Stadion,Heerenveen,Twente,1 - 2
19,3,24/08/2025 14:30,Goffertstadion,Nijmegen,NAC Breda,3 - 0
21,3,24/08/2025 14:30,Stadion Galgenwaard,Utrecht,Excelsior,4 - 1
26,3,24/08/2025 16:45,Johan Cruyff Arena,Ajax,Heracles,2 - 0
20,3,17/09/2025 20:00,De Kuip,Feyenoord,For Sittard,2 - 0
25,3,24/09/2025 20:00,AFAS Stadion,AZ,Zwolle,2 - 2
35,4,29/08/2025 20:00,Euroborg,Groningen,Heracles,4 - 0
32,4,30/08/2025 16:30,Kras Stadion,Volendam,Ajax,1 - 1
29,4,30/08/2025 18:45,Abe Lenstra Stadion,Heerenveen,Go Ahead Eagles,2 - 2
28,4,30/08/2025 20:00,Philips Stadion,PSV,Telstar,0 - 2
34,4,30/08/2025 21:00,Van Donge & De Roo Stadion,Excelsior,Twente,1 - 0
33,4,31/08/2025 12:15,Fortuna Sittard Stadion,For Sittard,Nijmegen,3 - 2
30,4,31/08/2025 14:30,Sparta Stadion Het Kasteel,Sparta Rotterdam,Feyenoord,0 - 4
36,4,31/08/2025 14:30,MAC³PARK Stadion,Zwolle,Utrecht,0 - 2
31,4,31/08/2025 16:45,Rat Verlegh Stadion,NAC Breda,AZ,0 - 1
41,5,13/09/2025 16:30,Johan Cruyff Arena,Ajax,Zwolle,3 - 1
39,5,13/09/2025 18:45,Goffertstadion,Nijmegen,PSV,3 - 5
43,5,13/09/2025 19:10,De Adelaarshorst,Go Ahead Eagles,Volendam,3 - 0
37,5,13/09/2025 21:00,De Grolsch Veste,Twente,NAC Breda,2 - 2
38,5,13/09/2025 21:00,De Kuip,Feyenoord,Heerenveen,1 - 0
44,5,14/09/2025 12:15,Van Donge & De Roo Stadion,Excelsior,Sparta Rotterdam,0 - 1
40,5,14/09/2025 14:30,Stadion Galgenwaard,Utrecht,Groningen,0 - 1
42,5,14/09/2025 14:30,Asito Stadion,Heracles,AZ,1 - 2
45,5,14/09/2025 16:45,Sportpark Schoonenberg,Telstar,For Sittard,1 - 3
54,6,19/09/2025 20:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,Twente,1 - 5
50,6,20/09/2025 16:30,Kras Stadion,Volendam,Excelsior,1 - 2
47,6,20/09/2025 18:45,Euroborg,Groningen,Telstar,2 - 0
49,6,20/09/2025 20:00,Fortuna Sittard Stadion,For Sittard,Utrecht,1 - 0
52,6,20/09/2025 21:00,Rat Verlegh Stadion,NAC Breda,Heracles,2 - 1
51,6,21/09/2025 12:15,MAC³PARK Stadion,Zwolle,Go Ahead Eagles,0 - 2
48,6,21/09/2025 14:30,Philips Stadion,PSV,Ajax,2 - 2
53,6,21/09/2025 14:30,Abe Lenstra Stadion,Heerenveen,Nijmegen,3 - 2
46,6,21/09/2025 16:45,AFAS Stadion,AZ,Feyenoord,3 - 3
60,7,26/09/2025 20:00,De Grolsch Veste,Twente,For Sittard,3 - 2
58,7,27/09/2025 16:30,Johan Cruyff Arena,Ajax,NAC Breda,2 - 1
63,7,27/09/2025 18:45,Kras Stadion,Volendam,Zwolle,2 - 1
61,7,27/09/2025 20:00,Van Donge & De Roo Stadion,Excelsior,PSV,1 - 2
57,7,27/09/2025 21:00,Asito Stadion,Heracles,Sparta Rotterdam,3 - 0
55,7,28/09/2025 12:15,Goffertstadion,Nijmegen,AZ,2 - 1
56,7,28/09/2025 14:30,Euroborg,Groningen,Feyenoord,0 - 1
59,7,28/09/2025 14:30,Stadion Galgenwaard,Utrecht,Heerenveen,2 - 2
62,7,28/09/2025 16:45,Sportpark Schoonenberg,Telstar,Go Ahead Eagles,4 - 2
72,8,03/10/2025 20:00,Rat Verlegh Stadion,NAC Breda,Groningen,1 - 2
66,8,04/10/2025 16:30,Sparta Stadion Het Kasteel,Sparta Rotterdam,Ajax,3 - 3
70,8,04/10/2025 18:45,Fortuna Sittard Stadion,For Sittard,Volendam,1 - 0
68,8,04/10/2025 20:00,MAC³PARK Stadion,Zwolle,PSV,0 - 4
65,8,04/10/2025 21:00,Abe Lenstra Stadion,Heerenveen,Excelsior,2 - 1
64,8,05/10/2025 12:15,De Grolsch Veste,Twente,Heracles,2 - 1
67,8,05/10/2025 14:30,De Kuip,Feyenoord,Utrecht,3 - 2
69,8,05/10/2025 16:45,AFAS Stadion,AZ,Telstar,2 - 1
71,8,05/10/2025 20:00,De Adelaarshorst,Go Ahead Eagles,Nijmegen,1 - 1
75,9,18/10/2025 16:30,Goffertstadion,Nijmegen,Twente,
73,9,18/10/2025 18:45,Philips Stadion,PSV,Go Ahead Eagles,
81,9,18/10/2025 18:45,Stadion Galgenwaard,Utrecht,Volendam,
74,9,18/10/2025 21:00,Johan Cruyff Arena,Ajax,AZ,
79,9,18/10/2025 21:00,Rat Verlegh Stadion,NAC Breda,Zwolle,
77,9,19/10/2025 12:15,Sportpark Schoonenberg,Telstar,Heerenveen,
78,9,19/10/2025 14:30,Van Donge & De Roo Stadion,Excelsior,For Sittard,
80,9,19/10/2025 14:30,Euroborg,Groningen,Sparta Rotterdam,
76,9,19/10/2025 16:45,Asito Stadion,Heracles,Feyenoord,
90,10,24/10/2025 20:00,Abe Lenstra Stadion,Heerenveen,NAC Breda,
84,10,25/10/2025 16:30,Fortuna Sittard Stadion,For Sittard,Groningen,
89,10,25/10/2025 18:45,Sparta Stadion Het Kasteel,Sparta Rotterdam,Telstar,
83,10,25/10/2025 20:00,Kras Stadion,Volendam,Heracles,
82,10,25/10/2025 21:00,MAC³PARK Stadion,Zwolle,Nijmegen,
85,10,26/10/2025 12:15,De Grolsch Veste,Twente,Ajax,
86,10,26/10/2025 14:30,De Kuip,Feyenoord,PSV,
87,10,26/10/2025 16:45,AFAS Stadion,AZ,Utrecht,
88,10,26/10/2025 20:00,De Adelaarshorst,Go Ahead Eagles,Excelsior,
97,11,31/10/2025 20:00,Philips Stadion,PSV,For Sittard,
99,11,01/11/2025 16:30,Johan Cruyff Arena,Ajax,Heerenveen,
93,11,01/11/2025 18:45,Rat Verlegh Stadion,NAC Breda,Go Ahead Eagles,
91,11,01/11/2025 20:00,De Kuip,Feyenoord,Volendam,
98,11,01/11/2025 21:00,Sportpark Schoonenberg,Telstar,Excelsior,
96,11,02/11/2025 12:15,Asito Stadion,Heracles,Zwolle,
92,11,02/11/2025 14:30,Euroborg,Groningen,Twente,
95,11,02/11/2025 14:30,Sparta Stadion Het Kasteel,Sparta Rotterdam,AZ,
94,11,02/11/2025 16:45,Stadion Galgenwaard,Utrecht,Nijmegen,
103,12,07/11/2025 20:00,De Grolsch Veste,Twente,Telstar,
104,12,08/11/2025 16:30,Van Donge & De Roo Stadion,Excelsior,Heracles,
108,12,08/11/2025 18:45,Kras Stadion,Volendam,NAC Breda,
102,12,08/11/2025 20:00,Fortuna Sittard Stadion,For Sittard,Heerenveen,
100,12,08/11/2025 21:00,MAC³PARK Stadion,Zwolle,Sparta Rotterdam,
106,12,09/11/2025 12:15,Stadion Galgenwaard,Utrecht,Ajax,
107,12,09/11/2025 14:30,Goffertstadion,Nijmegen,Groningen,
105,12,09/11/2025 16:45,AFAS Stadion,AZ,PSV,
101,12,09/11/2025 20:00,De Adelaarshorst,Go Ahead Eagles,Feyenoord,
117,13,22/11/2025 16:30,Rat Verlegh Stadion,NAC Breda,PSV,
114,13,22/11/2025 18:45,Johan Cruyff Arena,Ajax,Excelsior,
116,13,22/11/2025 18:45,Kras Stadion,Volendam,Twente,
112,13,22/11/2025 21:00,Asito Stadion,Heracles,Go Ahead Eagles,
113,13,22/11/2025 21:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,For Sittard,
111,13,23/11/2025 12:15,Abe Lenstra Stadion,Heerenveen,AZ,
